treatment_company,azimuth,md_ft,tvd_ft,date_on_production,operator,footage_lateral_length,well_spacing,porpoise_deviation,porpoise_count,shale_footage,acoustic_impedance,log_permeability,porosity,poisson_ratio,water_saturation,toc,vcl,p_velocity,s_velocity,youngs_modulus,isip,breakdown_pressure,pump_rate,total_number_of_stages,proppant_volume,proppant_fluid_ratio,production,difference_in_days,difference_in_weeks,difference_in_years
treatment_company_4,-28.42,12365,6542.0,2012-01-01,operator_1,4826.0,,21.46,6,5596,34814.07,0.53,0.01,0.21,0.69,4.4,0.5,13677.51,6796.9,26.13,4489.0,,100,13,4420013.0,0.75,1194.928296,4430,632.8571428571429,12.136986301369863
treatment_company_4,13.92,12933,6417.0,2017-11-01,operator_14,6266.0,4512.0156,2.98,2,2498,28842.14,0.33,0.02,0.24,0.87,5.13,0.47,12472.76,6782.91,27.29,,,109,30,15120755.0,1.19,3986.518151,2299,328.42857142857144,6.298630136986302
treatment_company_10,-38.27,11599,6220.0,2012-04-01,operator_6,4972.0,3459.4055,6.46,8,8133,29025.97,1.05,,0.2,,4.64,0.62,11685.11,6802.88,26.5,4027.0,,77,10,6564580.0,1.34,1093.86027,4339,619.8571428571429,11.887671232876713
treatment_company_8,-40.049999,14525,8155.0,2014-04-01,operator_6,5513.0,837.61316,55.86,5,4309,30717.19,1.23,0.08,0.21,0.84,,0.46,11631.22,6815.16,27.87,5957.0,9088.0,95,17,9018672.0,2.1,3625.455749,3609,515.5714285714286,9.887671232876713
treatment_company_10,-39.740002,10873,6682.0,2013-07-01,operator_11,3981.0,1037.9181,1.02,7,5011,31605.24,0.46,0.02,0.33,,4.79,0.64,13300.4,7090.48,31.22,3942.0,6386.0,70,20,,0.86,920.0849635,3883,554.7142857142857,10.638356164383561
treatment_company_7,-40.119999,12556,8685.0,2016-01-01,operator_11,3681.0,,30.42,13,0,35249.91,0.87,0.05,0.32,,5.54,0.79,12484.97,7092.76,32.41,5572.0,,71,19,,1.09,710.6789204,2969,424.14285714285717,8.134246575342466
treatment_company_4,-50.639999,13514,7719.0,2016-02-01,operator_4,5003.0,2775.3516,14.02,8,0,34779.81,1.21,0.07,0.35,0.44,5.07,0.93,12080.44,6411.9,29.42,5883.0,9081.0,97,34,8526570.0,0.96,1074.845492,2938,419.7142857142857,8.04931506849315
treatment_company_3,-40.439999,15974,7437.0,2018-09-01,operator_8,8272.0,2209.3396,21.42,18,0,35053.87,0.6,0.01,0.33,,4.87,0.45,13460.44,6953.45,30.87,4853.0,,91,42,,1.56,5450.431437,1995,285.0,5.465753424657534
treatment_company_2,-14.86,11790,6277.0,2015-07-01,operator_2,5354.0,3984.4895,20.82,7,1204,34726.36,1.3,0.11,0.2,,6.71,0.44,12027.24,6979.02,27.9,4791.0,,108,14,8810000.0,2.39,1102.291351,3153,450.42857142857144,8.638356164383561
treatment_company_4,-39.549999,13708,7065.0,2019-01-01,operator_8,6276.0,2172.7048,0.14,3,0,29434.38,0.43,0.01,0.34,0.84,,0.57,13599.66,6944.12,30.83,4608.0,,95,28,15695820.0,1.61,2895.539092,1873,267.57142857142856,5.131506849315069
treatment_company_12,-26.0,15788,7337.0,2017-10-01,operator_25,8201.0,,292.35,1,4899,34736.92,1.51,0.02,0.24,,4.02,0.48,12143.75,6853.13,28.37,4832.0,,93,17,5157341.0,1.29,1308.414304,2330,332.85714285714283,6.383561643835616
treatment_company_1,-25.379999,9690,,2013-07-01,operator_25,2878.0,2162.9424,505.44,1,3601,34486.48,0.59,0.02,0.33,,,0.31,13507.64,6877.28,30.66,,,89,13,,2.74,1098.965941,3883,554.7142857142857,10.638356164383561
treatment_company_8,-47.18,11558,6239.0,2013-06-01,operator_1,4747.0,1653.9868,49.1,2,0,30710.84,0.18,0.01,0.33,,4.86,0.52,13509.16,7034.71,31.02,4557.0,,80,12,6910380.0,1.37,459.6168748,3913,559.0,10.72054794520548
treatment_company_10,-51.02,10104,6340.0,2013-03-01,operator_11,3457.0,,2.78,2,0,34669.05,0.46,0.02,0.34,0.88,4.68,0.59,13210.48,7036.46,31.15,4206.0,,70,17,,0.97,399.3256569,4005,572.1428571428571,10.972602739726028
treatment_company_1,-14.43,14404,6437.0,2016-11-01,operator_1,7020.0,1152.5765,34.4,9,0,35167.84,0.68,,0.33,,5.08,0.4,13595.4,6955.35,30.83,4491.0,,97,34,14222506.0,1.32,3861.74333,2664,380.57142857142856,7.298630136986302
treatment_company_4,-46.950001,15300,6608.0,2014-07-01,operator_1,7971.0,,6.24,16,12479,34546.34,1.08,0.05,0.28,,4.99,0.44,12239.85,6766.13,28.21,5242.0,,100,30,14755076.0,1.33,3297.806742,3518,502.57142857142856,9.638356164383561
treatment_company_19,-31.879999,16880,8237.0,2014-01-01,operator_20,7903.0,4689.2495,36.11,1,1709,34869.13,0.47,0.02,0.34,,4.66,0.58,13192.18,7046.91,31.18,4936.0,,90,19,7225646.0,1.52,1811.057734,3699,528.4285714285714,10.134246575342466
treatment_company_1,-42.549999,12056,8052.0,2014-01-01,operator_25,3875.0,936.35461,0.68,25,10641,34583.67,0.5,0.02,0.34,0.82,4.83,0.56,13280.73,7014.03,31.04,4753.0,,89,22,16650056.0,1.77,3360.831304,3699,528.4285714285714,10.134246575342466
treatment_company_17,-55.18,13530,7501.0,2015-08-01,operator_4,5842.0,4444.8628,7.79,4,2952,31810.16,0.43,0.02,0.33,,4.72,0.59,13263.02,7033.37,31.11,5462.0,,85,19,8084800.0,1.28,1575.182337,3122,446.0,8.553424657534247
treatment_company_5,-10.25,15274,6704.0,2018-04-01,operator_5,8000.0,1501.6609,38.96,12,5146,34634.34,1.34,,0.34,,3.86,1.96,12302.62,6481.89,29.77,3835.0,6340.0,74,40,20338004.0,1.18,2308.819496,2148,306.85714285714283,5.884931506849315
treatment_company_5,-15.41,18014,6624.0,2018-04-01,operator_5,10892.0,740.20099,9.54,10,0,34833.46,0.48,0.03,0.33,0.83,4.64,0.57,13158.92,7055.89,31.21,5080.0,6111.0,75,55,22644300.0,1.08,3514.792459,2148,306.85714285714283,5.884931506849315
treatment_company_4,-48.349998,11124,6359.0,2013-01-01,operator_1,4303.0,1641.0939,149.15,7,9824,32959.93,0.7,0.03,0.21,,4.63,0.48,12967.28,6798.5,26.41,4819.0,6368.0,96,15,,1.59,2082.751016,4064,580.5714285714286,11.134246575342466
treatment_company_5,-65.580002,10660,7767.0,2011-07-01,operator_8,2157.0,1983.3225,10.06,4,3622,33162.72,0.31,0.02,0.33,,4.69,0.6,13243.55,6978.18,30.99,5598.0,9417.0,78,12,,0.28,552.3436755,4614,659.1428571428571,12.64109589041096
treatment_company_12,-7.3899999,15325,8629.0,2017-06-01,operator_25,6446.0,2299.4175,18.01,4,4058,35072.44,1.32,0.08,0.22,0.62,3.89,0.47,12187.75,6827.5,28.05,,8828.0,90,38,13990954.0,1.33,5128.058548,2452,350.2857142857143,6.717808219178083
treatment_company_3,-30.15,13426,6447.0,2016-12-01,operator_1,6172.0,2061.1521,1.7,11,4990,34802.83,1.09,0.05,0.29,,5.02,0.44,12427.77,6765.34,28.13,4921.0,7002.0,92,29,11674356.0,1.21,3567.24434,2634,376.2857142857143,7.2164383561643834
treatment_company_1,-22.25,14410,8246.0,2012-07-01,operator_20,5586.0,,2.39,9,6481,34575.56,0.98,0.06,0.3,,4.85,0.72,11959.51,7084.24,32.05,,,82,10,5107177.0,1.53,1209.519963,4248,606.8571428571429,11.638356164383561
treatment_company_10,-20.6,12251,7784.0,2015-10-01,operator_4,3543.5,4286.8491,127.55,1,3518,34610.73,0.23,0.01,0.34,,4.65,0.55,13338.95,6909.95,30.78,5551.0,8933.0,99,25,,1.03,1772.415647,3061,437.2857142857143,8.386301369863014
treatment_company_6,-11.56,9615,5896.0,2014-07-01,operator_19,3288.0,1746.6382,1.68,3,3149,28993.29,0.32,0.02,0.33,,4.68,0.62,13231.58,6984.64,31.02,4276.0,,85,15,4299178.0,0.94,159.1077011,3518,502.57142857142856,9.638356164383561
treatment_company_2,-69.25,14028,8773.0,2011-07-01,operator_20,5112.0,1106.9064,95.21,2,5360,34744.92,0.77,0.05,0.28,,4.22,0.65,11792.44,7090.16,31.62,6669.0,,84,13,4487940.0,1.33,1006.520475,4614,659.1428571428571,12.64109589041096
treatment_company_1,-71.199997,13796,8218.0,2013-07-01,operator_26,5129.0,2428.5789,44.02,1,2386,35169.83,1.13,0.05,0.32,,5.61,0.85,12753.31,7384.06,32.84,5876.0,9259.0,99,17,5040985.0,0.85,1412.819209,3883,554.7142857142857,10.638356164383561
treatment_company_1,-51.959999,13963,8006.0,2011-01-01,operator_20,5586.0,,42.62,5,0,34601.01,0.96,,0.3,,5.99,0.43,11761.44,7040.53,31.68,5568.0,,80,15,3224820.0,0.76,1185.096113,4795,685.0,13.136986301369863
treatment_company_9,,16352,6554.0,2018-07-01,operator_5,9013.0,1214.6519,0.76,29,4384,35039.79,1.25,,0.34,,3.68,1.72,12466.27,6576.71,29.97,3765.0,,76,46,18405130.0,1.17,2420.192905,2057,293.85714285714283,5.635616438356164
treatment_company_3,,18070,6054.0,2017-03-01,operator_1,11348.0,2949.459,2.91,6,0,34714.74,0.57,0.02,0.3,,4.63,0.35,13484.98,6906.2,30.74,4312.0,,100,57,25425682.0,1.41,3685.498645,2544,363.42857142857144,6.96986301369863
treatment_company_8,-28.65,13099,6491.0,2017-01-01,operator_26,5911.0,3544.7866,9.93,4,0,30172.33,0.44,,0.33,,4.71,0.56,13320.35,6961.99,30.94,4775.0,,98,23,11343385.0,0.94,542.3071433,2603,371.85714285714283,7.131506849315069
treatment_company_11,-57.889999,13075,7105.0,2016-03-01,operator_14,4814.0,2975.717,8.68,6,4740,34663.15,1.24,,0.32,0.68,4.32,0.48,12895.77,6755.2,29.47,5455.0,,80,24,9124783.0,1.06,1752.977404,2909,415.57142857142856,7.96986301369863
treatment_company_1,-21.75,16516,8572.0,2012-07-01,operator_9,7700.0,,6.25,4,0,34726.36,0.92,0.05,0.29,,4.29,0.49,11744.51,7076.2,31.78,,11116.0,90,27,9935200.0,1.1,1968.086196,4248,606.8571428571429,11.638356164383561
treatment_company_1,-47.700001,16645,6891.0,2015-05-01,operator_13,9358.0,,10.38,7,3011,34173.46,0.62,0.02,0.33,,5.17,0.41,13599.92,6955.84,30.84,4420.0,,77,38,17953364.0,0.93,1751.008208,3214,459.14285714285717,8.805479452054794
treatment_company_4,-22.59,11972,6236.0,2017-05-01,operator_7,5349.0,,22.27,25,11955,35169.83,0.42,0.02,0.33,,4.66,0.59,13161.9,7014.34,31.1,4330.0,,95,28,7103381.0,1.34,453.9478101,2483,354.7142857142857,6.802739726027397
treatment_company_5,-45.610001,17072,,2017-07-01,operator_11,9883.0,4663.5908,19.57,19,10191,33763.55,0.29,0.02,0.33,,4.68,0.62,13216.42,6986.63,31.03,4416.0,,81,49,19119996.0,1.03,2154.553708,2422,346.0,6.635616438356164
treatment_company_8,-54.73,14724,8899.0,2015-02-01,operator_28,5160.0,,4.34,13,6160,34839.29,0.47,0.02,0.34,,4.66,0.58,13184.96,7049.93,31.19,6522.0,9414.0,96,15,7985109.0,1.14,942.1315053,3303,471.85714285714283,9.04931506849315
treatment_company_8,-42.77,12733,5860.0,2011-01-01,operator_23,6273.0,4517.0005,6.51,8,1066,30358.05,0.43,0.02,0.33,,4.68,0.58,13182.01,7011.47,,4530.0,,80,19,7889257.0,1.51,1078.573589,4795,685.0,13.136986301369863
treatment_company_8,-41.880001,12256,6778.0,2014-10-01,operator_4,5138.0,2477.0168,3.6,12,4310,29685.18,0.53,0.02,0.34,0.49,3.9,0.69,12773.7,6695.22,30.2,4847.0,6216.0,80,20,8358440.0,1.18,626.1577359,3426,489.42857142857144,9.386301369863014
treatment_company_4,-20.48,14806,6268.0,2015-06-01,operator_1,7174.0,2029.8573,17.34,22,9938,33856.46,0.46,0.02,0.22,,4.82,0.38,13558.55,6793.33,26.53,4236.0,5888.0,100,13,16260545.0,1.77,3403.859755,3183,454.7142857142857,8.72054794520548
treatment_company_29,-37.16,9465,6483.0,2012-01-01,operator_14,2377.0,2718.3315,20.4,4,5983,35053.87,0.24,0.03,0.25,,5.14,0.59,12033.79,6781.91,27.54,4997.0,7912.0,80,14,5250500.0,1.06,1726.930553,4430,632.8571428571429,12.136986301369863
treatment_company_10,-25.49,13273,6525.0,2012-07-01,operator_6,6632.0,3968.781,512.54,1,12938,30064.75,0.57,0.01,0.33,,4.87,0.43,13465.54,6951.16,30.86,4040.0,,74,11,7343809.0,1.3,2018.703652,4248,606.8571428571429,11.638356164383561
treatment_company_3,-24.15,17660,6403.0,2016-04-01,operator_5,11148.0,2738.8347,14.13,10,6484,33791.6,1.17,,0.34,0.56,3.74,1.71,12506.8,6576.18,29.96,4982.0,,70,75,16448255.0,0.92,2780.213158,2878,411.14285714285717,7.884931506849315
treatment_company_10,-23.440001,15365,7580.0,2015-11-01,operator_4,7455.0,1266.5383,725.52,1,0,35290.28,0.87,0.05,0.34,,3.85,1.14,12910.47,6594.71,29.94,5011.0,,100,50,12466290.0,0.95,2933.202458,3030,432.85714285714283,8.301369863013699
treatment_company_10,-25.92,14019,6369.0,2014-01-01,operator_11,7280.0,840.65289,91.29,3,4700,29649.78,0.42,0.02,0.33,,4.74,0.34,13193.09,7190.77,31.47,4881.0,5616.0,70,36,18033300.0,1.19,1248.688497,3699,528.4285714285714,10.134246575342466
treatment_company_2,-17.719999,11151,5637.0,2014-01-01,operator_2,4996.0,,36.68,9,6601,33183.91,0.62,0.01,0.34,0.81,4.8,0.37,13485.15,6917.72,30.77,4172.0,,110,24,,1.78,1392.451916,3699,528.4285714285714,10.134246575342466
treatment_company_10,-27.66,12407,5970.0,2014-07-01,operator_11,5694.0,505.09344,7.67,9,0,34634.13,0.62,,0.34,0.87,4.8,0.49,13480.49,6979.56,30.96,,,70,29,14219947.0,1.12,849.0807257,3518,502.57142857142856,9.638356164383561
treatment_company_11,-69.830002,12521,8135.0,2011-07-01,operator_27,3405.0,1622.2512,6.45,25,11706,34626.62,0.18,0.03,0.34,0.94,4.88,0.89,12829.61,6844.55,30.79,5450.0,8895.0,57,12,3680017.0,0.89,635.9163758,4614,659.1428571428571,12.64109589041096
treatment_company_4,-72.889999,12713,7551.0,2016-01-01,operator_4,3613.0,2183.0615,763.39,1,0,35237.22,0.21,,0.33,0.87,4.66,0.67,13124.58,6984.1,31.05,5387.0,,94,26,5967974.0,0.94,2500.782873,2969,424.14285714285717,8.134246575342466
treatment_company_2,-38.959999,14063,7398.0,2013-07-01,operator_20,6760.0,1485.7048,0.46,20,0,34761.52,0.05,0.02,0.33,,4.72,0.6,13166.48,6909.48,30.79,4514.0,,101,12,5963952.0,1.7,638.6584323,3883,554.7142857142857,10.638356164383561
treatment_company_3,-3.3,14253,7041.0,2014-11-01,operator_5,6648.0,3889.2922,3.0,11,0,34745.94,1.32,0.06,0.34,0.43,,1.89,12159.12,6414.26,29.62,5211.0,,64,33,7065183.0,0.76,1828.887531,3395,485.0,9.301369863013699
treatment_company_3,-34.450001,13384,6195.0,2017-08-01,operator_8,6323.0,1347.7799,17.65,8,0,34634.13,0.31,0.02,0.33,,4.67,0.62,13194.92,6992.86,31.05,3896.0,,91,31,12189920.0,1.14,1195.757733,2391,341.57142857142856,6.550684931506849
treatment_company_10,-59.939999,11821,6437.0,2013-07-01,operator_11,4642.0,,1.51,23,8397,34315.46,0.38,0.02,0.33,0.68,4.8,0.56,13250.37,7148.66,31.36,,,71,22,6455592.0,0.95,725.4743944,3883,554.7142857142857,10.638356164383561
treatment_company_10,-16.92,13620,8148.0,2013-07-01,operator_6,5429.0,2523.4165,32.16,7,6029,34594.44,1.41,,0.21,,3.9,0.52,11963.68,6819.16,27.71,5981.0,,87,9,5522518.0,1.26,2591.632976,3883,554.7142857142857,10.638356164383561
treatment_company_1,,13798,8358.0,2011-07-01,operator_20,4950.0,3499.0442,8.7,11,0,28473.88,0.73,0.04,0.28,,4.1,0.61,11777.74,7088.11,31.59,6452.0,,79,12,,1.03,1391.968882,4614,659.1428571428571,12.64109589041096
treatment_company_10,-13.53,15692,7476.0,2018-02-01,operator_4,7515.0,4534.3188,22.57,23,8940,33030.93,0.58,0.04,0.33,,4.78,0.5,12733.87,7180.92,31.76,5360.0,,99,43,17197620.0,1.4,3056.092595,2207,315.2857142857143,6.046575342465753
treatment_company_5,-60.169998,17174,7627.0,2014-01-01,operator_8,8862.0,1951.6632,7.84,16,9048,35313.77,0.44,0.01,0.33,0.83,4.74,0.57,13307.1,6996.23,31.02,5615.0,,86,60,11982816.0,1.03,1389.976605,3699,528.4285714285714,10.134246575342466
treatment_company_12,3.3800001,15005,7777.0,2018-02-01,operator_4,5792.0,755.6134,1.49,12,0,34601.01,0.1,0.03,0.34,0.94,4.8,0.88,12881.94,6905.87,30.95,5445.0,9377.0,97,20,8010000.0,1.28,1054.666796,2207,315.2857142857143,6.046575342465753
treatment_company_4,-56.509998,17147,7029.0,2018-12-01,operator_8,9044.0,4405.1382,0.19,22,6842,33867.38,0.32,,0.32,0.78,4.69,0.61,13255.59,6973.79,30.98,4363.0,10320.0,100,41,,1.54,4416.952069,1904,272.0,5.2164383561643834
treatment_company_12,-62.91,12342,8232.0,2012-01-01,operator_27,3566.0,3528.2124,330.79,5,9188,33358.01,0.19,0.03,0.34,0.92,4.83,0.87,12793.11,6812.05,30.62,5787.0,,88,10,2837802.0,0.9,626.3646622,4430,632.8571428571429,12.136986301369863
treatment_company_12,-63.59,10802,5685.0,2015-08-01,operator_22,4873.0,,176.48,9,8409,33953.08,0.65,0.02,0.33,,5.14,0.4,13591.62,6954.28,30.84,4419.0,5430.0,92,32,11304523.0,1.19,852.1353846,3122,446.0,8.553424657534247
treatment_company_12,-61.970001,14011,8162.0,2014-01-01,operator_27,5296.0,,308.56,1,0,30478.58,0.19,0.03,0.34,,4.91,0.9,12859.0,6861.52,30.9,5575.0,,78,16,9327200.0,0.94,1071.65468,3699,528.4285714285714,10.134246575342466
treatment_company_4,-39.990002,15477,6157.0,2017-04-01,operator_7,9021.0,,19.41,10,5622,35033.39,0.31,0.02,0.33,,4.66,0.61,13182.77,7015.94,31.11,,,97,48,12862379.0,1.3,1251.245788,2513,359.0,6.884931506849315
treatment_company_2,-5.6700001,10770,5822.0,2011-07-01,operator_2,4453.0,2923.8655,10.79,22,6384,34798.83,1.16,0.08,0.21,0.68,6.63,0.41,12117.52,6972.5,27.73,4582.0,,88,12,4847272.0,1.35,889.0207554,4614,659.1428571428571,12.64109589041096
treatment_company_5,-48.029999,11871,6638.0,2014-01-01,operator_1,4727.0,2795.3838,0.04,11,6161,34897.55,0.57,0.01,0.34,,4.78,0.41,13453.74,6927.45,30.8,4956.0,6402.0,100,15,7252326.0,1.22,1880.471907,3699,528.4285714285714,10.134246575342466
treatment_company_11,-20.92,12088,6790.0,2015-12-01,operator_14,4895.0,2105.79,9.5,6,4886,27799.79,0.29,0.02,0.27,0.86,4.69,0.61,13227.81,6976.93,30.99,4907.0,,80,28,10636675.0,1.05,1531.934734,3000,428.57142857142856,8.219178082191782
treatment_company_11,-28.530001,13035,8202.0,2013-07-01,operator_6,4762.0,3954.7693,7.68,2,4025,34771.54,1.38,0.09,0.21,,3.62,0.47,11919.57,6821.53,27.84,5219.0,9376.0,92,10,6099279.0,1.28,2455.526563,3883,554.7142857142857,10.638356164383561
treatment_company_4,-72.68,16546,9128.0,2018-03-01,operator_7,6238.0,1309.9276,8.11,2,0,34849.93,0.63,0.03,0.25,,4.71,0.62,11819.26,7079.29,31.06,6053.0,,86,32,,1.0,1653.307558,2179,311.2857142857143,5.96986301369863
treatment_company_9,-39.77,11310,6389.0,2014-01-01,operator_17,4734.0,2960.0225,5.09,2,0,35039.79,0.86,0.08,0.26,,5.15,0.43,13590.49,6773.31,26.99,3954.0,7607.0,77,28,6617366.0,1.09,417.9939497,3699,528.4285714285714,10.134246575342466
treatment_company_2,,16150,6157.0,2015-07-01,operator_7,9560.0,2245.3057,4.11,23,9677,35550.77,0.26,0.01,0.3,0.81,4.68,0.62,13241.47,6972.52,30.98,4428.0,,91,51,14038566.0,1.14,1683.450521,3153,450.42857142857144,8.638356164383561
treatment_company_2,-24.379999,14999,8354.0,2014-07-01,operator_6,6071.0,2657.3369,10.88,8,0,35249.91,1.31,0.06,0.23,0.78,4.07,0.57,12063.65,6805.13,,4720.0,9184.0,97,36,12518770.0,1.27,3183.91943,3518,502.57142857142856,9.638356164383561
treatment_company_1,-16.879999,17452,8352.0,2017-05-01,operator_11,8437.0,,2.51,28,14983,34887.07,0.83,0.05,0.32,0.41,5.7,0.74,12578.32,7090.27,32.4,5665.0,,66,43,12795338.0,1.5,2021.934222,2483,354.7142857142857,6.802739726027397
treatment_company_4,-25.25,14961,6201.0,2018-09-01,operator_7,8184.0,1455.187,5.72,11,5847,35281.08,0.63,0.01,0.33,,4.92,0.45,13484.58,6959.23,30.88,4096.0,,98,41,12115759.0,1.16,1206.241235,1995,285.0,5.465753424657534
treatment_company_5,-50.639999,11431,7126.0,2013-01-01,operator_18,3892.0,1554.9706,6.3,3,2129,38057.63,0.5,,0.33,,4.63,0.56,13151.88,7068.17,31.24,5267.0,,73,9,1184365.0,0.38,519.8412166,4064,580.5714285714286,11.134246575342466
treatment_company_3,,14791,6663.0,2019-04-01,operator_1,7264.0,985.65985,22.04,19,9662,34823.06,0.31,0.01,0.33,,4.69,0.61,13250.88,6972.71,30.98,5345.0,,82,51,11540739.0,0.92,3762.549877,1783,254.71428571428572,4.884931506849315
treatment_company_9,-31.76,15672,,2018-08-01,operator_5,8906.0,,260.65,1,2133,28022.72,0.29,0.02,0.33,0.83,4.68,0.62,13216.42,6986.63,31.03,3359.0,,75,45,17841524.0,1.04,2903.932139,2026,289.42857142857144,5.550684931506849
treatment_company_9,-43.860001,14910,8876.0,2015-06-01,operator_11,4791.0,2658.092,13.67,9,6010,34522.19,0.32,0.03,0.25,,4.62,0.65,11841.97,7095.85,31.12,6060.0,7537.0,71,25,5214206.0,1.01,2278.289554,3183,454.7142857142857,8.72054794520548
treatment_company_1,-51.380001,15813,6758.0,2015-09-01,operator_8,8204.0,713.97321,6.13,18,10080,34564.35,0.76,0.02,0.34,0.87,5.84,0.18,13708.08,6888.66,30.66,5004.0,,89,43,20492148.0,1.09,1799.089894,3091,441.57142857142856,8.468493150684932
treatment_company_1,11.42,10555,6923.0,2013-07-01,operator_25,3142.0,676.78528,173.46,3,6888,34614.86,0.83,0.02,0.27,0.7,4.87,0.5,11319.25,6773.06,28.51,4802.0,8283.0,89,22,12682828.0,1.24,2227.844493,3883,554.7142857142857,10.638356164383561
treatment_company_23,-7.3800001,12399,8064.0,2012-01-01,operator_4,3792.0,758.57672,11.66,5,2595,30503.75,0.13,0.03,0.34,,4.78,0.85,12892.05,6973.91,31.18,5761.0,6601.0,100,13,4824122.0,0.97,984.6258895,4430,632.8571428571429,12.136986301369863
treatment_company_12,-68.529999,9265,7057.0,2014-07-01,operator_25,1921.0,2871.4214,2.4,8,107,34579.27,0.13,0.02,0.24,,5.05,0.57,11672.86,6783.74,27.71,4673.0,,91,15,5083162.0,1.0,1235.988069,3518,502.57142857142856,9.638356164383561
treatment_company_12,-29.120001,13898,8678.0,2014-01-01,operator_9,5105.0,746.60858,5.86,7,0,34669.05,0.92,,0.29,0.8,4.58,0.49,11721.2,7070.78,31.76,6176.0,,88,27,6941658.0,1.19,764.0957802,3699,528.4285714285714,10.134246575342466
treatment_company_12,-14.07,12420,6646.0,2014-07-01,operator_25,5610.0,872.47571,39.01,12,8428,32825.4,0.18,0.02,0.33,,,0.67,13309.81,6919.51,30.8,4060.0,7813.0,91,29,,1.31,1846.817672,3518,502.57142857142856,9.638356164383561
treatment_company_14,-41.259998,12081,8090.0,2014-07-01,operator_4,3431.0,,155.33,4,0,30247.1,0.14,0.03,0.34,0.92,4.74,0.81,12912.52,6988.22,31.2,5783.0,,99,13,4778821.0,0.95,1070.738985,3518,502.57142857142856,9.638356164383561
treatment_company_2,-35.799999,13936,7505.0,2014-07-01,operator_20,6363.0,879.54041,1.98,7,7746,33832.67,0.47,0.02,0.33,0.85,4.66,0.58,13184.6,7042.19,31.17,5408.0,,92,12,6371041.0,1.69,1363.493871,3518,502.57142857142856,9.638356164383561
treatment_company_3,-45.810001,13106,6233.0,2017-03-01,operator_5,6623.0,1018.8876,1.9,17,6640,35209.41,1.42,0.05,0.34,0.59,3.58,1.82,12359.97,6548.64,,4463.0,5525.0,70,31,9553410.0,1.08,1385.373572,2544,363.42857142857144,6.96986301369863
treatment_company_2,-13.89,13670,7927.0,2011-07-01,operator_2,5321.0,652.73346,10.4,6,3661,35125.52,1.92,0.18,0.2,,4.8,0.76,11634.69,7158.09,29.74,6509.0,,67,13,4874747.0,1.07,604.3373478,4614,659.1428571428571,12.64109589041096
treatment_company_3,-50.18,14753,7723.0,2018-11-01,operator_8,6780.0,969.54163,74.25,2,0,30015.55,0.6,0.01,0.34,,4.79,0.38,13474.4,6921.41,30.78,5074.0,,79,31,,1.48,2682.318327,1934,276.2857142857143,5.298630136986302
treatment_company_2,-24.6,15353,9052.0,2013-07-01,operator_20,6243.0,,5.11,15,6494,35187.29,0.2,0.02,0.26,,4.5,0.71,11864.68,7097.66,31.23,6256.0,,93,12,6112941.0,1.35,1894.104453,3883,554.7142857142857,10.638356164383561
treatment_company_9,-32.220001,19332,6252.0,2019-01-01,operator_5,12443.0,3857.0413,22.56,5,0,30803.07,0.26,0.01,0.33,,4.68,0.62,13263.35,6960.29,30.94,3657.0,6057.0,77,63,25103300.0,1.17,3582.91317,1873,267.57142857142856,5.131506849315069
treatment_company_1,-29.059999,14501,7969.0,2019-03-01,operator_17,6254.0,,213.93,2,10293,34311.44,0.29,0.02,0.33,,4.68,0.62,13216.42,6986.63,31.03,5448.0,,76,34,12051742.0,0.99,1521.046491,1814,259.14285714285717,4.96986301369863
treatment_company_4,-33.450001,13895,6338.0,2017-01-01,operator_7,7318.0,2212.6946,38.53,5,0,34833.46,0.68,0.02,0.33,,5.08,0.4,13595.4,6955.35,30.83,4260.0,,98,38,10191847.0,1.18,637.6526343,2603,371.85714285714283,7.131506849315069
